Age,Annual_Income,Employment_Years,Credit_Score,Loan_Amount,Loan_Term_Months,Debt_To_Income_Ratio,Previous_Defaults,Dependents,Home_Owner,Default
51,1483825,12,596,783786,36,0.1,0,0,No,0
27,591353,36,713,512909,60,0.57,1,1,No,0
69,810649,26,715,199605,24,0.61,0,2,Yes,0
62,912550,17,796,59342,48,0.62,1,2,Yes,1
62,603059,23,661,159062,24,0.67,0,0,Yes,0
56,839316,1,736,581981,36,0.46,0,1,No,0
40,1072693,15,683,899280,36,0.75,0,1,Yes,0
24,634890,13,703,271581,36,0.39,0,2,Yes,0
27,588993,16,744,709462,24,0.67,0,0,Yes,0
21,569103,5,726,454569,24,0.13,0,1,No,0
64,396889,34,688,233787,48,0.15,0,3,Yes,0
65,1056197,16,630,588652,24,0.46,0,0,Yes,0
62,588299,37,702,897858,36,0.14,0,2,No,0
67,556667,39,789,481133,48,0.1,0,0,Yes,0
33,958720,5,694,707386,48,0.19,0,1,No,0
42,796815,37,648,577162,24,0.6,1,3,Yes,0
41,642340,20,745,577591,48,0.7,0,1,Yes,0
42,1043188,34,569,299224,36,0.28,0,1,Yes,0
48,630366,22,651,622703,24,0.73,1,0,No,1
29,200000,11,601,134560,36,0.62,1,1,Yes,1
46,1199972,28,670,590335,24,0.21,0,0,No,0
29,551541,26,779,843132,36,0.46,0,2,No,0
35,584313,5,731,950983,48,0.74,0,1,Yes,0
30,585638,20,530,239432,60,0.64,0,1,Yes,0
44,817880,6,630,610433,48,0.3,1,4,No,0
62,717727,15,560,323678,36,0.26,0,0,Yes,0
28,1096421,4,764,535129,60,0.62,0,3,No,0
44,1293534,14,633,980540,36,0.43,1,0,No,0
36,596240,20,686,719437,36,0.16,0,3,Yes,0
69,518597,3,689,336886,60,0.28,0,1,Yes,0
46,643429,4,696,322795,24,0.51,0,3,No,0
47,931717,6,448,504241,24,0.16,0,2,Yes,0
57,765091,34,708,521248,48,0.54,0,2,Yes,0
24,649876,35,636,533224,60,0.55,0,1,Yes,0
44,410896,14,747,127698,12,0.24,0,2,Yes,0
39,200000,27,696,999775,48,0.33,0,3,Yes,0
56,498584,1,730,1024471,36,0.7,0,1,Yes,1
59,1179324,4,621,619832,48,0.57,1,1,Yes,0
30,930797,6,589,282464,24,0.6,0,0,No,0
45,742539,21,751,343256,60,0.41,0,3,Yes,0
38,1018936,30,725,264518,60,0.2,0,1,Yes,0
39,413635,31,697,241960,36,0.46,0,0,Yes,0
56,817025,7,697,341485,60,0.59,1,0,Yes,1
30,264093,10,713,605578,60,0.05,0,2,Yes,0
53,903805,0,576,532115,36,0.13,0,2,Yes,0
25,877854,39,766,881053,60,0.38,0,0,No,0
67,884992,18,667,119193,60,0.36,0,1,Yes,0
69,1150285,37,669,279787,24,0.74,1,0,Yes,0
55,1032798,36,646,50000,12,0.11,0,1,No,0
64,437325,6,482,536171,36,0.28,0,2,No,0
54,1154815,38,726,900160,36,0.62,1,0,Yes,1
53,737164,24,600,381888,12,0.48,0,0,Yes,0
41,208955,21,688,841356,24,0.44,0,0,No,0
37,767373,26,614,673441,60,0.57,0,1,Yes,0
42,994138,37,652,716694,48,0.08,0,0,No,0
68,495844,38,648,646475,60,0.71,0,2,No,0
57,1199857,14,612,950804,60,0.18,0,2,Yes,0
35,523005,1,661,449948,36,0.11,0,0,No,0
55,655672,7,641,671699,48,0.29,0,1,Yes,0
48,600578,5,596,961370,24,0.54,1,2,No,0
27,287307,19,773,244173,36,0.21,0,2,Yes,0
52,502059,26,615,446211,24,0.08,1,4,No,0
31,586442,22,724,643694,24,0.09,0,1,Yes,0
30,760968,39,733,285323,12,0.23,0,3,Yes,0
29,200000,16,753,274821,36,0.14,1,0,Yes,0
34,1014965,12,636,1007492,60,0.31,0,0,Yes,0
33,1012002,3,664,296988,24,0.17,0,2,No,0
45,1154438,19,666,408393,36,0.29,0,1,Yes,0
22,352503,24,722,553980,48,0.36,0,0,Yes,0
55,712150,21,660,607176,36,0.57,0,0,Yes,0
27,1082430,16,716,363691,60,0.21,0,0,No,0
41,1108248,39,659,448023,24,0.38,0,1,Yes,0
38,1243679,10,769,249544,12,0.62,1,2,Yes,0
23,830814,24,679,361561,36,0.74,0,2,Yes,0
62,783207,4,669,673833,36,0.44,0,4,No,0
59,332615,20,707,726613,24,0.35,0,2,Yes,0
61,1119462,25,810,754541,24,0.49,0,0,No,0
69,661905,15,631,498786,48,0.39,0,4,Yes,0
31,810182,39,763,450819,24,0.17,0,2,No,0
59,790151,20,614,173062,36,0.37,0,1,No,0
44,200000,31,683,411027,60,0.74,0,0,No,0
66,556563,3,616,543358,36,0.5,0,0,No,0
39,936164,37,650,772025,36,0.25,0,4,No,0
24,785424,7,625,50000,36,0.71,0,1,Yes,0
46,938546,8,735,415790,36,0.32,0,1,No,0
58,1035154,16,640,50000,48,0.32,0,3,Yes,0
62,553027,12,722,99072,48,0.48,1,4,No,0
52,645454,8,637,829365,36,0.45,1,0,Yes,0
59,757643,5,679,174566,48,0.25,0,4,No,0
65,1032049,26,796,527018,12,0.38,0,0,No,0
66,729770,36,620,756544,12,0.28,1,3,Yes,0
56,265670,38,621,382986,48,0.57,0,4,Yes,0
60,740545,23,660,193972,24,0.14,0,2,No,0
57,1019981,8,678,529788,60,0.58,1,2,No,0
53,1207105,10,729,889958,36,0.16,0,2,No,0
56,884172,34,683,748189,36,0.26,0,1,Yes,0
23,354200,28,699,437906,48,0.28,0,0,Yes,0
29,678088,7,587,360748,48,0.74,1,0,No,0
28,942517,16,704,789100,48,0.46,0,3,No,0
53,1059864,6,706,134640,48,0.59,0,1,Yes,0
26,952121,11,733,734243,36,0.44,0,2,No,0
61,724517,14,653,367371,60,0.74,0,1,Yes,0
59,1057554,28,679,128209,60,0.17,0,3,No,0
24,607830,23,736,58373,36,0.47,0,1,Yes,0
33,855394,36,595,908777,48,0.61,0,0,No,0
69,1024936,13,536,449716,60,0.49,0,1,Yes,1
22,972990,10,591,276441,36,0.68,0,3,No,0
25,979728,34,628,489074,36,0.47,0,3,No,0
64,972174,16,765,356932,48,0.63,1,3,No,0
47,485391,26,842,365414,24,0.17,0,1,Yes,0
52,805267,2,607,375935,12,0.23,0,4,Yes,0
41,527226,1,673,502075,48,0.36,0,1,No,0
28,713157,3,637,689354,36,0.65,1,0,No,0
58,449348,17,718,117769,24,0.35,0,1,Yes,0
28,903490,19,702,837611,36,0.49,0,3,Yes,0
23,210454,20,609,263752,24,0.33,0,2,Yes,0
64,985184,13,630,564046,60,0.61,1,1,No,0
23,804604,7,668,485463,36,0.19,0,0,No,0
42,1370647,1,778,298271,36,0.47,1,2,No,1
26,738619,25,627,783829,24,0.45,0,3,No,0
22,738530,18,555,301459,48,0.33,0,0,Yes,0
43,1004759,27,784,854701,60,0.54,0,3,No,0
64,756052,28,719,667005,48,0.07,0,0,No,0
22,882449,4,586,312618,36,0.64,0,3,Yes,0
58,1098320,27,704,200389,48,0.29,0,2,Yes,0
37,719745,25,744,766298,24,0.61,0,0,Yes,0
55,1158578,4,687,214727,24,0.26,0,0,Yes,0
54,296259,14,789,466717,36,0.18,1,3,No,0
43,1281043,8,724,674201,24,0.32,0,1,Yes,0
50,263550,31,704,615892,24,0.61,0,1,Yes,0
28,1205656,25,696,449289,36,0.54,0,0,No,0
42,240061,36,690,317587,36,0.33,1,0,Yes,0
64,1394175,14,750,680524,60,0.71,1,2,Yes,0
56,848262,3,668,50000,24,0.34,0,2,Yes,0
25,516534,35,755,564887,60,0.3,0,3,No,0
33,1359535,19,704,175830,36,0.15,1,1,Yes,0
49,473338,26,688,280691,36,0.1,0,1,Yes,0
51,731793,20,655,592081,24,0.29,0,2,Yes,0
67,1581413,21,656,312591,36,0.11,0,2,Yes,0
36,918661,6,705,789324,60,0.37,1,0,Yes,0
62,200000,30,761,676609,48,0.65,0,3,Yes,1
50,718012,16,720,325622,24,0.38,0,2,Yes,0
36,691472,6,622,443683,36,0.39,0,0,Yes,0
32,856555,18,552,224095,36,0.23,1,4,Yes,0
37,786667,27,739,618244,12,0.17,2,4,Yes,0
36,963755,9,850,892032,60,0.21,0,3,No,0
32,341583,26,657,201218,36,0.45,0,3,Yes,0
28,635629,12,642,547102,36,0.46,0,0,No,0
40,893553,1,745,580861,24,0.2,0,4,No,0
23,571357,21,611,187490,24,0.33,0,2,No,0
36,1128783,19,799,247899,60,0.45,2,2,No,0
50,577358,4,712,50000,12,0.58,0,3,No,0
65,842998,5,677,640212,36,0.27,0,1,Yes,0
43,768512,34,618,410078,48,0.24,0,3,Yes,0
48,495595,0,750,318593,36,0.56,0,2,Yes,0
60,818147,34,644,1016079,36,0.41,0,2,Yes,0
25,406420,2,736,50000,36,0.65,0,2,Yes,0
40,666916,35,711,821255,60,0.2,0,2,Yes,0
60,809082,6,783,50000,48,0.59,0,1,No,0
64,371798,28,692,369813,60,0.16,0,4,No,0
21,987050,14,850,75364,48,0.46,0,0,Yes,0
50,878112,10,724,294995,24,0.25,0,3,Yes,0
41,959600,17,691,364777,24,0.12,0,2,No,0
40,800740,3,648,322564,48,0.48,0,3,Yes,0
26,454794,23,750,562517,36,0.4,0,1,Yes,0
42,799978,10,650,719428,36,0.39,1,3,No,0
38,986929,5,618,471712,60,0.46,2,2,Yes,0
28,442907,17,642,580847,12,0.31,0,3,No,0
59,466752,14,664,890246,36,0.52,0,1,Yes,0
52,726174,2,850,325502,48,0.14,0,3,Yes,0
53,688601,16,703,725968,48,0.55,0,3,Yes,0
36,795150,32,627,1131397,36,0.46,0,1,Yes,0
32,712490,33,767,953534,36,0.39,0,1,No,0
58,847999,29,695,907331,12,0.14,0,2,Yes,0
54,1166545,18,783,682028,36,0.24,0,0,No,0
34,961516,8,832,787790,36,0.26,0,1,Yes,0
56,816845,39,560,379038,60,0.21,0,3,Yes,0
53,467986,30,489,479658,24,0.72,0,1,No,0
43,583404,26,839,450599,48,0.69,0,2,No,0
65,1052520,24,625,334164,48,0.43,0,2,Yes,0
22,659454,6,544,536644,48,0.19,0,1,Yes,0
61,509674,6,638,368830,36,0.69,0,1,No,0
41,1429409,19,602,515559,36,0.57,0,3,No,0
22,1257337,35,618,154813,48,0.08,1,2,No,0
47,762663,18,748,366639,60,0.39,0,2,Yes,0
29,475200,1,651,828908,36,0.47,0,2,Yes,0
21,1017007,33,550,548738,60,0.1,0,0,No,0
31,652979,16,682,833676,36,0.08,0,0,No,0
23,1066559,23,611,348605,60,0.37,2,0,No,0
43,653283,8,660,437925,24,0.05,0,0,No,0
46,1293618,0,664,553732,48,0.08,1,3,Yes,0
24,644377,27,747,451327,48,0.17,0,1,Yes,0
38,1509420,14,639,151431,48,0.69,0,0,Yes,0
26,858517,20,735,641713,48,0.59,0,1,Yes,0
55,1215291,14,552,253602,36,0.37,0,2,Yes,0
42,637969,22,751,497394,36,0.39,0,0,No,0
63,406594,1,783,50000,24,0.53,0,1,Yes,0
35,200000,35,661,337852,36,0.38,0,0,No,0
42,1182981,8,614,468439,36,0.09,0,2,Yes,0
57,820404,1,593,640328,24,0.57,0,0,Yes,1
62,425727,1,677,191142,48,0.09,0,2,Yes,0
32,1195460,17,777,277203,48,0.39,1,0,Yes,0
67,1146798,16,645,941073,24,0.65,0,0,Yes,0
69,1214715,7,768,991305,48,0.13,2,3,Yes,1
62,398064,33,587,628676,24,0.54,1,1,Yes,0
58,1173923,33,651,819911,24,0.08,0,1,Yes,0
38,915212,4,676,401273,48,0.75,1,0,No,0
65,1228286,28,697,663328,36,0.53,0,1,Yes,0
55,962819,27,653,650766,36,0.73,0,0,No,0
50,851904,15,779,264600,24,0.52,0,3,Yes,0
44,1177995,13,780,549126,36,0.22,0,2,No,0
62,1055569,1,666,426164,24,0.7,0,2,No,0
50,1124529,39,638,591959,24,0.49,0,2,Yes,0
34,653585,3,631,366228,36,0.45,0,1,Yes,0
26,748277,30,762,136283,48,0.35,0,1,No,0
23,279855,25,626,504313,24,0.25,0,0,No,0
36,631962,26,563,707653,24,0.42,0,0,Yes,0
27,1037118,33,575,707690,12,0.31,0,1,Yes,0
34,969256,30,733,55949,36,0.65,0,3,Yes,0
29,506140,10,570,545608,24,0.07,0,2,Yes,0
35,1184703,7,648,672142,24,0.42,0,1,Yes,0
41,1691922,11,688,534258,60,0.64,0,4,No,0
55,529182,34,545,716164,24,0.07,0,1,Yes,0
22,738235,33,694,147360,36,0.25,0,1,No,0
47,613521,12,654,213749,60,0.09,0,4,Yes,0
22,771534,26,527,647338,12,0.47,0,0,No,0
55,882171,7,695,412931,48,0.27,0,1,Yes,0
38,590800,20,711,793244,36,0.72,0,1,No,0
34,716924,10,694,576700,60,0.48,0,2,No,0
40,826172,21,720,276150,60,0.44,0,0,No,0
38,941480,20,700,263555,36,0.69,0,1,Yes,0
30,1239947,27,738,50000,24,0.21,0,0,No,0
45,795656,2,604,671869,36,0.44,1,3,Yes,0
22,631449,6,568,470816,60,0.43,0,3,Yes,0
45,1008901,13,587,729082,24,0.11,1,0,Yes,0
53,920051,14,615,564436,60,0.7,0,1,Yes,0
56,742151,8,841,528627,48,0.54,1,2,Yes,0
51,945505,6,615,703851,24,0.67,0,0,Yes,0
34,685055,11,638,475521,48,0.74,0,3,Yes,1
21,640884,18,661,416908,12,0.39,0,1,No,0
66,230204,26,651,499971,36,0.61,0,0,No,1
36,701623,17,825,710437,36,0.45,0,1,Yes,0
66,271243,12,541,264542,36,0.73,0,3,Yes,1
23,608178,0,850,731179,36,0.22,0,0,No,0
55,973844,37,691,515840,36,0.06,0,0,No,0
61,348449,20,756,403981,48,0.18,0,0,Yes,0
26,743046,33,681,545811,48,0.14,0,0,Yes,0
45,819642,12,745,794098,60,0.36,0,0,No,0
33,728421,22,604,792242,48,0.1,1,3,Yes,0
54,655599,0,571,598020,48,0.2,0,1,Yes,0
28,897616,22,850,656495,36,0.12,0,2,Yes,0
41,939229,27,833,510808,24,0.39,0,0,Yes,0
54,800457,31,595,353803,12,0.24,0,1,No,0
24,672271,7,737,611226,36,0.38,0,3,Yes,0
45,1059420,25,772,387797,48,0.11,0,0,Yes,0
35,406777,13,732,243371,48,0.41,0,3,No,0
24,1006213,23,663,394416,60,0.14,0,2,Yes,0
65,925908,28,841,89479,36,0.12,0,1,Yes,0
32,859708,3,735,190369,36,0.27,0,0,No,0
52,797031,17,605,1007277,60,0.66,0,2,Yes,0
52,233009,13,649,781490,36,0.6,0,3,No,0
48,1216205,26,594,439963,36,0.72,0,0,No,1
33,1051601,2,671,630534,60,0.37,0,0,No,0
51,511582,29,668,262369,36,0.27,0,2,Yes,0
34,1027642,35,740,665397,48,0.73,2,2,No,0
40,856651,22,739,565305,60,0.32,0,1,No,0
38,625099,17,711,323762,36,0.06,0,1,Yes,0
49,1157538,39,708,419181,24,0.62,0,1,Yes,0
26,670748,9,763,401828,48,0.17,0,1,Yes,0
52,1206837,11,661,712500,48,0.55,0,0,No,0
49,960284,7,488,479656,24,0.06,0,2,Yes,0
63,1086967,31,848,105464,36,0.13,0,1,Yes,0
22,973725,16,607,387775,36,0.39,0,3,No,0
43,959819,13,735,304408,48,0.1,0,4,No,0
39,864569,36,652,130509,24,0.67,0,0,No,0
51,581954,8,791,309702,36,0.57,0,2,Yes,0
25,818757,25,603,50000,36,0.28,0,4,Yes,0
39,1074917,23,623,267304,36,0.47,0,2,Yes,0
54,1015777,22,640,549025,60,0.55,0,0,Yes,0
30,950376,30,724,613432,60,0.58,0,3,No,0
45,200000,38,697,625862,12,0.33,1,2,Yes,1
22,736032,1,725,739338,24,0.68,1,1,Yes,1
31,704513,17,690,796902,12,0.71,0,2,Yes,0
51,469022,15,754,243866,36,0.19,0,2,No,0
35,1071127,28,755,155834,48,0.69,0,0,No,0
29,200000,10,801,510647,36,0.55,0,3,Yes,1
43,1050990,1,707,636651,12,0.67,0,4,No,0
39,1198771,13,707,291166,24,0.35,0,1,No,0
29,737047,3,821,566161,24,0.51,0,2,Yes,0
55,777698,38,775,955633,36,0.21,1,1,No,0
41,1090267,33,721,165938,48,0.58,0,0,No,0
29,570903,38,568,501478,36,0.46,0,4,Yes,0
48,998232,8,545,759687,24,0.39,0,0,Yes,0
66,524655,39,729,450555,48,0.53,0,0,Yes,0
27,434767,6,732,603216,60,0.44,0,3,Yes,0
36,888797,16,622,727528,24,0.59,0,0,Yes,0
36,791993,22,708,424575,36,0.65,0,2,Yes,0
53,283698,10,606,234708,12,0.61,0,3,Yes,0
24,1224593,21,725,474785,24,0.27,0,1,Yes,0
24,675584,17,727,226327,48,0.73,0,0,Yes,0
59,953203,27,727,362397,36,0.5,0,0,Yes,0
60,1281554,15,706,610487,36,0.28,0,3,Yes,0
37,874281,3,656,545283,60,0.08,0,1,Yes,0
57,1181987,35,663,749456,48,0.74,0,1,No,0
59,541083,21,772,558002,36,0.47,0,0,Yes,0
49,1226295,10,713,305078,36,0.21,0,3,Yes,0
56,552240,20,719,250822,24,0.39,0,1,Yes,0
58,628657,39,686,656949,48,0.33,0,1,No,0
59,363600,15,732,560054,24,0.72,0,2,Yes,0
57,880527,8,756,451974,12,0.39,0,2,No,0
55,989278,34,629,584704,24,0.39,0,0,No,0
27,1030042,33,727,323935,24,0.61,0,3,Yes,0
47,370524,8,661,50000,36,0.32,0,0,Yes,0
48,912492,12,705,760693,60,0.19,0,0,No,0
42,923594,5,746,662231,60,0.59,0,0,No,0
34,984431,3,563,478258,48,0.69,0,0,No,0
27,568181,27,593,275337,24,0.08,0,1,Yes,0
57,200000,10,627,446619,24,0.65,0,0,Yes,0
42,1011943,33,621,67582,24,0.36,0,0,No,0
25,756251,34,667,528626,24,0.25,0,4,Yes,0
22,884072,4,815,50000,36,0.08,1,3,Yes,0
47,771617,38,774,526653,60,0.19,0,1,No,0
41,870350,10,633,323653,48,0.28,0,1,No,0
58,1021135,11,749,463100,48,0.1,0,1,No,0
35,242893,18,676,215202,36,0.18,0,3,No,0
41,1142306,12,707,877044,36,0.57,0,0,Yes,0
30,745357,3,601,590124,60,0.53,0,2,No,0
43,1288122,13,574,327872,48,0.59,0,0,No,0
59,662163,1,738,455130,36,0.17,0,2,Yes,0
25,595520,7,682,901520,36,0.08,0,2,Yes,0
21,755498,21,721,262556,12,0.38,0,1,Yes,0
33,949996,12,807,221925,48,0.29,0,0,Yes,0
41,717694,20,660,211222,24,0.59,0,2,Yes,0
46,971753,20,661,329680,36,0.43,0,0,No,0
65,683862,27,821,873764,36,0.7,0,1,No,0
41,810467,32,681,360032,48,0.09,0,1,Yes,0
38,1470965,28,615,395742,12,0.3,0,2,No,0
57,907180,36,738,550413,12,0.33,0,1,Yes,0
65,931248,21,660,492210,48,0.14,0,1,Yes,0
52,358229,25,614,742369,36,0.46,0,1,No,0
56,1206286,10,687,705322,24,0.08,0,1,No,0
37,1119939,10,746,581820,60,0.55,0,2,No,0
55,585665,33,587,442551,48,0.08,2,3,No,0
69,1114017,18,585,739954,36,0.66,1,0,Yes,0
31,898940,36,673,303197,48,0.1,0,2,Yes,0
41,813924,13,591,287188,24,0.37,0,0,No,0
46,1187286,28,577,398014,60,0.16,0,2,Yes,0
24,646310,18,680,790437,60,0.14,0,2,Yes,0
54,583293,36,768,290770,36,0.55,0,2,No,0
68,862268,20,743,349905,48,0.59,1,1,No,0
38,958468,23,671,543493,48,0.57,0,0,Yes,0
60,1089894,25,782,485837,48,0.33,0,1,Yes,0
55,754714,11,818,405139,36,0.74,1,0,Yes,1
61,545068,18,719,616759,36,0.29,1,1,Yes,0
49,1558570,29,650,381722,24,0.22,0,3,No,0
49,474021,14,805,764007,36,0.75,0,1,Yes,0
58,816535,2,801,559354,36,0.73,0,2,No,0
62,1033911,12,700,754122,24,0.46,0,1,Yes,0
41,1145336,8,777,302341,48,0.2,0,0,Yes,0
62,629851,12,617,462942,36,0.22,0,1,Yes,0
33,237524,15,514,50000,36,0.41,0,0,Yes,0
69,622920,13,602,834276,24,0.59,0,3,No,0
61,1058396,7,696,1073472,36,0.1,0,2,Yes,0
37,991248,18,674,427968,48,0.53,0,4,Yes,0
29,1001036,31,756,593182,36,0.12,0,4,Yes,0
61,1013499,34,561,528309,36,0.64,0,2,No,0
21,1202025,22,562,176985,48,0.42,0,2,Yes,0
22,567233,20,740,811866,36,0.74,1,1,Yes,0
68,440630,17,565,431351,36,0.58,0,0,Yes,0
49,911144,13,658,50000,12,0.4,0,3,Yes,0
53,485442,15,681,321030,36,0.15,0,1,Yes,0
30,421725,23,627,151403,48,0.43,0,2,Yes,0
60,1167187,31,726,530554,36,0.13,0,2,Yes,0
41,875107,10,515,529055,24,0.68,0,2,No,1
48,808547,10,826,796540,24,0.21,0,2,No,0
31,814782,3,653,957451,24,0.66,0,1,Yes,0
54,768158,25,666,977861,12,0.26,0,2,No,0
28,1165172,4,850,243660,36,0.21,0,3,Yes,0
42,345615,35,571,654816,24,0.26,0,1,Yes,0
28,333192,32,596,699212,48,0.55,0,0,Yes,1
69,519085,13,792,369128,60,0.42,2,2,No,0
35,886748,31,555,571781,12,0.13,0,1,Yes,0
37,1341603,6,719,599829,60,0.15,0,1,No,0
43,1060725,9,631,378726,48,0.31,2,0,No,0
44,977732,1,550,820486,60,0.29,1,2,Yes,1
65,776039,9,722,558780,24,0.65,0,2,No,0
39,400241,34,724,457083,60,0.45,0,2,Yes,0
25,954496,20,680,194109,60,0.18,0,4,No,0
52,1407790,39,845,787832,60,0.07,0,0,Yes,0
64,727982,7,618,518743,48,0.12,0,3,Yes,0
21,631797,17,749,519572,12,0.54,0,2,No,0
43,729427,8,706,288467,24,0.64,0,2,No,0
57,979925,29,757,723448,60,0.6,0,2,Yes,0
28,833519,3,639,216310,24,0.6,0,1,Yes,0
33,1073004,34,569,50000,36,0.23,0,1,Yes,1
28,789964,13,625,322811,12,0.74,0,3,No,0
43,727696,13,674,586755,36,0.11,0,0,Yes,0
63,868701,36,734,584599,36,0.62,0,0,Yes,0
21,638104,19,681,535122,60,0.12,0,0,No,0
65,1322229,28,697,456977,60,0.24,0,2,Yes,0
44,1046934,22,818,539654,36,0.4,0,3,No,0
55,470090,20,678,1215074,36,0.09,0,0,Yes,0
44,576272,30,637,562445,36,0.33,0,0,Yes,0
37,969601,31,715,394399,24,0.3,1,0,No,0
25,854995,6,542,473825,60,0.5,0,3,Yes,0
40,890753,12,542,448150,36,0.55,0,0,No,0
41,742361,22,669,517329,36,0.11,0,0,Yes,0
60,936551,7,605,272128,12,0.08,0,0,Yes,0
51,749418,11,631,699734,48,0.59,0,3,No,0
66,969013,35,754,574215,36,0.42,0,0,No,0
56,1031908,15,722,302721,24,0.42,0,3,Yes,0
31,1282022,25,673,754942,60,0.74,0,1,Yes,0
35,645590,28,686,50000,24,0.36,0,1,Yes,0
39,796664,28,646,1038143,36,0.19,0,1,Yes,0
27,434305,5,747,971300,48,0.53,0,1,Yes,0
48,1347878,36,743,931285,48,0.62,0,1,Yes,0
63,207353,32,759,375867,48,0.4,1,3,Yes,1
25,1304860,30,755,560167,60,0.53,0,1,Yes,0
25,828040,17,684,344544,24,0.41,0,4,Yes,0
50,925528,37,624,607669,60,0.34,0,1,Yes,0
52,750299,30,666,504591,12,0.07,0,3,No,0
28,809330,15,689,384936,24,0.17,0,2,Yes,0
30,976425,39,626,382272,12,0.39,0,1,Yes,0
58,309005,36,810,520621,60,0.33,0,2,No,0
67,604362,13,810,1234048,36,0.64,0,0,No,0
52,546482,38,670,826383,36,0.13,0,0,Yes,0
68,934221,3,762,521416,24,0.09,0,2,No,0
48,801309,29,724,454703,24,0.11,0,2,Yes,0
37,985428,32,640,655748,36,0.52,0,2,Yes,0
51,849432,35,712,346762,12,0.47,2,1,Yes,0
28,1117576,29,618,442985,36,0.49,0,0,No,0
60,577917,13,609,50000,48,0.16,0,1,No,0
45,817446,22,718,522713,36,0.41,0,2,Yes,0
29,1132809,27,719,529068,48,0.59,0,0,Yes,0
22,1072797,6,850,364050,24,0.53,0,2,Yes,0
35,356106,9,667,612847,12,0.36,0,0,No,0
23,493666,3,637,531117,48,0.12,0,0,No,0
69,775462,37,753,367051,48,0.66,0,1,Yes,0
56,729548,12,677,705761,36,0.42,0,1,Yes,0
24,780371,20,628,455078,48,0.67,0,3,Yes,0
34,1038857,32,633,238126,36,0.36,2,1,Yes,0
61,886814,39,665,59678,24,0.22,0,0,No,0
61,904307,27,764,858852,36,0.27,0,3,No,0
45,1001184,22,714,531478,24,0.34,0,1,Yes,0
30,1122252,31,613,520879,36,0.48,0,2,Yes,0
41,200000,4,826,489050,24,0.59,0,1,Yes,1
56,684012,25,607,804508,24,0.22,0,4,Yes,0
32,535109,38,621,535651,60,0.18,0,1,No,0
47,942594,25,773,887007,24,0.19,0,0,No,0
60,661368,2,799,536451,24,0.7,0,1,No,0
22,822758,23,708,50000,60,0.16,0,2,No,0
33,1055642,33,576,816720,36,0.29,0,0,No,0
52,619104,33,687,578817,36,0.39,0,1,Yes,0
51,908844,19,570,373274,48,0.44,0,2,No,0
36,1266148,29,850,435820,36,0.65,0,0,Yes,0
52,1049484,19,702,423063,24,0.13,0,3,Yes,0
52,324266,17,744,189617,36,0.13,0,1,No,0
54,712475,37,650,719305,48,0.27,0,1,Yes,0
31,906744,19,824,388534,60,0.34,0,1,Yes,0
30,965835,5,639,282966,24,0.31,0,0,No,0
35,724295,24,611,1574714,24,0.32,0,1,Yes,0
37,608063,2,704,211739,36,0.65,0,1,No,0
60,820328,18,750,478053,36,0.64,0,0,No,0
38,473934,9,850,50000,24,0.61,0,3,Yes,0
29,1129920,4,809,813574,60,0.58,0,3,Yes,0
45,1360604,21,775,429388,60,0.08,0,1,Yes,0
60,918408,8,625,704229,48,0.15,0,1,No,0
34,730268,32,623,264182,60,0.56,0,1,No,0
45,1082270,14,609,96081,24,0.47,0,0,Yes,0
42,1031578,23,667,313503,48,0.52,0,0,No,0
50,717337,29,526,836369,48,0.55,0,1,Yes,0
40,785646,35,789,644297,24,0.69,2,0,No,0
41,617139,38,598,95887,36,0.49,0,0,Yes,0
64,849405,5,588,50000,36,0.24,0,0,Yes,0
52,889672,14,647,419695,48,0.11,0,3,No,0
66,565960,37,572,773092,60,0.35,0,0,Yes,0
69,477597,38,731,310370,36,0.55,0,1,Yes,0
41,402195,21,602,769077,48,0.25,0,1,Yes,0
55,924960,2,720,531742,24,0.13,0,1,No,0
52,796555,28,753,938192,48,0.75,0,0,Yes,1
50,774927,28,636,330321,36,0.34,0,3,Yes,0
59,939357,30,622,484988,24,0.2,0,0,Yes,0
69,529711,1,615,336201,60,0.17,1,3,Yes,0
32,478924,34,593,746337,36,0.65,0,1,Yes,0
61,872324,8,646,647704,48,0.62,0,0,Yes,0
67,281396,21,685,75390,36,0.48,0,4,No,0
38,722304,18,569,673043,60,0.43,0,1,No,0
41,1539933,36,628,127748,24,0.72,0,3,Yes,0
33,395438,9,692,272192,36,0.21,0,2,Yes,0
41,671077,20,682,686422,12,0.34,0,0,No,1
28,200000,16,466,186384,24,0.07,0,3,Yes,1
66,729881,2,730,407145,24,0.34,0,0,Yes,0
60,1389960,6,779,689846,36,0.32,0,1,No,0
66,940075,36,634,603801,48,0.71,1,1,Yes,0
27,615866,35,541,589181,36,0.3,0,1,Yes,0
43,1454423,2,618,697949,36,0.63,0,2,Yes,0
64,277294,12,616,826755,60,0.59,0,2,Yes,0
52,936182,29,775,189867,48,0.15,0,1,Yes,0
31,819473,22,592,583311,12,0.72,0,0,Yes,0
42,725892,6,651,741129,24,0.49,0,0,No,0
42,1042127,29,814,691963,12,0.47,0,2,No,0
63,445406,28,692,460168,12,0.06,0,3,Yes,0
45,893786,7,695,445724,36,0.54,0,3,Yes,0
42,855697,9,671,706082,48,0.09,0,0,No,0
48,538696,32,758,553506,24,0.18,0,0,Yes,0
49,1384998,19,712,773532,36,0.12,0,2,No,0
